flight_id,airline_code,flight_no,origin_airport_id,destination_airport_id,departure_time,arrival_time,aircraft_type,statuss,pilot_id,co_pilot_id
FL000637,MH,MH516,AP0037,AP0054,7/17/2025 6:51,7/17/2025 18:00,Boeing 787-9,Completed,123,132
FL000638,NH,NH9399,AP0038,AP0055,7/21/2025 3:08,7/21/2025 8:08,Boeing 737-800,Completed,107,132
FL000639,SQ,SQ135,AP0039,AP0056,11/15/2025 4:15,11/15/2025 17:42,Boeing 787-9,Cancelled,133,132
FL000640,AF,AF411,AP0040,AP0057,7/23/2025 0:12,7/23/2025 9:52,Boeing 737-800,Completed,117,110
FL000641,CX,CX369,AP0041,AP0058,9/16/2025 18:33,9/17/2025 8:32,Boeing 777-300ER,Delayed,117,108
FL000642,SQ,SQ667,AP0042,AP0059,5/18/2025 12:18,5/18/2025 21:27,Boeing 787-9,Completed,138,108
FL000643,SQ,SQ498,AP0043,AP0060,1/30/2025 16:39,1/31/2025 6:58,Airbus A320,Completed,138,132
FL000644,EK,EK504,AP0044,AP0061,5/26/2025 13:20,5/27/2025 4:21,Boeing 787-9,Completed,102,110
FL000645,KE,KE2007,AP0045,AP0062,9/14/2025 15:07,9/15/2025 4:38,Airbus A350-900,Completed,138,118
FL000646,NH,NH8069,AP0046,AP0063,4/23/2025 0:25,4/23/2025 15:25,Airbus A320,Completed,119,118
FL000647,SQ,SQ131,AP0047,AP0064,9/30/2025 23:55,10/1/2025 2:17,Airbus A320,Completed,115,118
FL000648,MH,MH903,AP0048,AP0065,9/22/2025 18:01,9/22/2025 21:32,Boeing 777-300ER,Completed,119,108
FL000649,SQ,SQ8650,AP0049,AP0066,8/31/2025 9:12,8/31/2025 12:13,Boeing 777-300ER,Completed,104,118
FL000650,EK,EK1660,AP0050,AP0067,8/3/2025 4:27,8/3/2025 15:29,Airbus A350-900,Completed,138,132
FL000651,QF,QF75,AP0051,AP0068,5/4/2025 6:52,5/4/2025 22:23,Airbus A350-900,Cancelled,138,118
FL000652,TG,TG85,AP0052,AP0069,4/8/2025 16:53,4/8/2025 20:12,Airbus A350-900,Completed,117,132
FL000653,NH,NH144,AP0053,AP0070,2/6/2025 2:54,2/6/2025 5:06,Boeing 737-800,Completed,131,118
FL000654,SQ,SQ309,AP0054,AP0071,8/25/2025 2:58,8/25/2025 17:13,Airbus A350-900,Completed,111,108
FL000655,AF,AF197,AP0055,AP0072,10/21/2025 15:25,10/22/2025 5:19,Boeing 737-800,Completed,123,108
FL000656,MH,MH145,AP0056,AP0073,8/10/2025 3:16,8/10/2025 10:10,Airbus A320,Completed,104,118
FL000657,CX,CX107,AP0057,AP0074,9/6/2025 11:59,9/6/2025 17:52,Airbus A320,Completed,133,108
FL000658,MH,MH100,AP0058,AP0075,2/15/2025 21:59,2/16/2025 1:46,Boeing 777-300ER,Delayed,105,108
FL000659,JL,JL7212,AP0059,AP0076,1/13/2025 1:55,1/13/2025 4:19,Airbus A350-900,Delayed,115,118
FL000660,UA,UA74,AP0060,AP0077,11/15/2025 13:18,11/15/2025 17:32,Airbus A350-900,Completed,102,108
FL000661,TG,TG895,AP0061,AP0078,2/16/2025 21:56,2/16/2025 23:35,Boeing 777-300ER,Completed,123,132
FL000662,QF,QF865,AP0062,AP0079,9/30/2025 22:52,10/1/2025 4:28,Boeing 787-9,Completed,138,118
FL000663,EK,EK689,AP0063,AP0080,5/24/2025 11:48,5/25/2025 1:35,Airbus A350-900,Completed,138,118
FL000664,AF,AF93,AP0064,AP0081,5/21/2025 21:06,5/21/2025 22:58,Airbus A350-900,Completed,117,108
FL000665,MH,MH1990,AP0065,AP0082,12/21/2025 4:17,12/21/2025 18:38,Airbus A350-900,Completed,102,118
FL000666,SQ,SQ660,AP0066,AP0083,11/28/2025 19:47,11/29/2025 10:34,Airbus A320,Delayed,113,108
FL000667,SQ,SQ5179,AP0067,AP0084,3/6/2025 1:58,3/6/2025 16:14,Boeing 777-300ER,Completed,102,108
FL000668,CX,CX781,AP0068,AP0085,2/6/2025 5:47,2/6/2025 17:38,Airbus A320,Cancelled,105,132
FL000669,UA,UA51,AP0069,AP0086,7/17/2025 23:42,7/18/2025 5:55,Airbus A350-900,Cancelled,123,118
FL000670,EK,EK55,AP0070,AP0087,9/15/2025 16:22,9/16/2025 6:38,Boeing 777-300ER,Completed,123,110
FL000671,QF,QF691,AP0071,AP0088,6/4/2025 15:15,6/5/2025 4:49,Boeing 787-9,Cancelled,101,118
FL000672,UA,UA8214,AP0072,AP0089,9/24/2025 16:39,9/24/2025 20:11,Boeing 787-9,Completed,115,132
FL000673,JL,JL808,AP0073,AP0090,10/11/2025 13:39,10/12/2025 3:39,Airbus A320,Completed,123,108
FL000674,UA,UA29,AP0074,AP0091,6/19/2025 11:42,6/19/2025 14:17,Boeing 737-800,Completed,131,110
FL000675,JL,JL24,AP0075,AP0092,10/23/2025 9:21,10/23/2025 20:12,Boeing 777-300ER,Delayed,113,108
FL000676,LH,LH800,AP0076,AP0093,11/21/2025 13:14,11/21/2025 15:26,Boeing 737-800,Completed,101,108
FL000677,TG,TG4179,AP0077,AP0094,7/3/2025 15:29,7/3/2025 18:09,Boeing 787-9,Completed,119,108
FL000678,KE,KE9935,AP0078,AP0095,10/14/2025 6:17,10/14/2025 9:23,Boeing 737-800,Completed,111,132
FL000679,MH,MH7722,AP0079,AP0096,2/28/2025 17:30,2/28/2025 21:11,Airbus A320,Completed,111,110
FL000680,SQ,SQ6988,AP0080,AP0097,5/26/2025 16:20,5/26/2025 21:48,Boeing 787-9,Completed,133,108
FL000681,TG,TG4374,AP0081,AP0098,5/8/2025 19:52,5/9/2025 10:39,Airbus A320,Completed,119,132
FL000682,MH,MH862,AP0082,AP0099,6/19/2025 7:59,6/19/2025 13:34,Airbus A350-900,Completed,104,132
FL000683,LH,LH216,AP0083,AP0100,4/6/2025 0:52,4/6/2025 9:09,Boeing 787-9,Completed,117,108
FL000684,QF,QF237,AP0084,AP0101,10/7/2025 3:39,10/7/2025 19:17,Airbus A320,Completed,102,110
FL000685,CX,CX134,AP0085,AP0102,6/1/2025 3:44,6/1/2025 6:56,Boeing 787-9,Delayed,115,110
FL000686,AF,AF8921,AP0086,AP0103,6/24/2025 5:41,6/24/2025 13:44,Boeing 777-300ER,Completed,133,108
FL000687,MH,MH516,AP0087,AP0104,7/17/2025 6:51,7/17/2025 18:00,Boeing 787-9,Completed,123,132
FL000688,NH,NH9399,AP0088,AP0105,7/21/2025 3:08,7/21/2025 8:08,Boeing 737-800,Completed,107,132
FL000689,SQ,SQ135,AP0089,AP0106,11/15/2025 4:15,11/15/2025 17:42,Boeing 787-9,Completed,133,132
FL000690,AF,AF411,AP0090,AP0107,7/23/2025 0:12,7/23/2025 9:52,Boeing 737-800,Cancelled,117,110
FL000691,CX,CX369,AP0091,AP0108,9/16/2025 18:33,9/17/2025 8:32,Boeing 777-300ER,Completed,117,108
FL000692,SQ,SQ667,AP0092,AP0109,5/18/2025 12:18,5/18/2025 21:27,Boeing 787-9,Completed,138,108
FL000693,SQ,SQ498,AP0093,AP0110,1/30/2025 16:39,1/31/2025 6:58,Airbus A320,Delayed,138,132
FL000694,EK,EK504,AP0094,AP0111,5/26/2025 13:20,5/27/2025 4:21,Boeing 787-9,Completed,102,110
FL000695,KE,KE2007,AP0095,AP0112,9/14/2025 15:07,9/15/2025 4:38,Airbus A350-900,Completed,138,118
FL000696,NH,NH8069,AP0096,AP0113,4/23/2025 0:25,4/23/2025 15:25,Airbus A320,Completed,119,118
FL000697,SQ,SQ131,AP0097,AP0114,9/30/2025 23:55,10/1/2025 2:17,Airbus A320,Completed,115,118
FL000698,MH,MH903,AP0098,AP0115,9/22/2025 18:01,9/22/2025 21:32,Boeing 777-300ER,Completed,119,108
FL000699,SQ,SQ8650,AP0099,AP0116,8/31/2025 9:12,8/31/2025 12:13,Boeing 777-300ER,Cancelled,104,118
FL000700,EK,EK1660,AP0100,AP0117,8/3/2025 4:27,8/3/2025 15:29,Airbus A350-900,Completed,138,132
FL000701,QF,QF75,AP0101,AP0118,5/4/2025 6:52,5/4/2025 22:23,Airbus A350-900,Completed,138,118
FL000702,TG,TG85,AP0102,AP0119,4/8/2025 16:53,4/8/2025 20:12,Airbus A350-900,Completed,117,132
FL000703,NH,NH144,AP0103,AP0120,2/6/2025 2:54,2/6/2025 5:06,Boeing 737-800,Cancelled,131,118
FL000704,SQ,SQ309,AP0104,AP0121,8/25/2025 2:58,8/25/2025 17:13,Airbus A350-900,Completed,111,108
FL000705,AF,AF197,AP0105,AP0122,10/21/2025 15:25,10/22/2025 5:19,Boeing 737-800,Completed,123,108
FL000706,MH,MH145,AP0106,AP0123,8/10/2025 3:16,8/10/2025 10:10,Airbus A320,Completed,104,118
FL000707,CX,CX107,AP0107,AP0124,9/6/2025 11:59,9/6/2025 17:52,Airbus A320,Cancelled,133,108
FL000708,MH,MH100,AP0108,AP0125,2/15/2025 21:59,2/16/2025 1:46,Boeing 777-300ER,Cancelled,105,108
FL000709,JL,JL7212,AP0109,AP0126,1/13/2025 1:55,1/13/2025 4:19,Airbus A350-900,Completed,115,118
FL000710,UA,UA74,AP0110,AP0127,11/15/2025 13:18,11/15/2025 17:32,Airbus A350-900,Completed,102,108
FL000711,TG,TG895,AP0111,AP0128,2/16/2025 21:56,2/16/2025 23:35,Boeing 777-300ER,Completed,123,132
FL000712,QF,QF865,AP0112,AP0129,9/30/2025 22:52,10/1/2025 4:28,Boeing 787-9,Completed,138,118
FL000713,EK,EK689,AP0113,AP0130,5/24/2025 11:48,5/25/2025 1:35,Airbus A350-900,Completed,138,118
FL000714,AF,AF93,AP0114,AP0131,5/21/2025 21:06,5/21/2025 22:58,Airbus A350-900,Completed,117,108
FL000715,MH,MH1990,AP0115,AP0132,12/21/2025 4:17,12/21/2025 18:38,Airbus A350-900,Completed,102,118
FL000716,SQ,SQ660,AP0116,AP0133,11/28/2025 19:47,11/29/2025 10:34,Airbus A320,Delayed,113,108
FL000717,SQ,SQ5179,AP0117,AP0134,3/6/2025 1:58,3/6/2025 16:14,Boeing 777-300ER,Completed,102,108
FL000718,CX,CX781,AP0118,AP0135,2/6/2025 5:47,2/6/2025 17:38,Airbus A320,Completed,105,132
FL000719,UA,UA51,AP0119,AP0136,7/17/2025 23:42,7/18/2025 5:55,Airbus A350-900,Completed,123,118
FL000720,EK,EK55,AP0120,AP0137,9/15/2025 16:22,9/16/2025 6:38,Boeing 777-300ER,Completed,123,110
FL000721,QF,QF691,AP0121,AP0138,6/4/2025 15:15,6/5/2025 4:49,Boeing 787-9,Completed,101,118
FL000722,UA,UA8214,AP0122,AP0139,9/24/2025 16:39,9/24/2025 20:11,Boeing 787-9,Completed,115,132
FL000723,JL,JL808,AP0123,AP0140,10/11/2025 13:39,10/12/2025 3:39,Airbus A320,Completed,123,108
FL000724,UA,UA29,AP0124,AP0141,6/19/2025 11:42,6/19/2025 14:17,Boeing 737-800,Completed,131,110
FL000725,JL,JL24,AP0125,AP0142,10/23/2025 9:21,10/23/2025 20:12,Boeing 777-300ER,Completed,113,108
FL000726,LH,LH800,AP0126,AP0143,11/21/2025 13:14,11/21/2025 15:26,Boeing 737-800,Completed,101,108
FL000727,TG,TG4179,AP0127,AP0144,7/3/2025 15:29,7/3/2025 18:09,Boeing 787-9,Completed,119,108
FL000728,KE,KE9935,AP0128,AP0145,10/14/2025 6:17,10/14/2025 9:23,Boeing 737-800,Delayed,111,132
FL000729,MH,MH7722,AP0129,AP0146,2/28/2025 17:30,2/28/2025 21:11,Airbus A320,Completed,111,110
FL000730,SQ,SQ6988,AP0130,AP0147,5/26/2025 16:20,5/26/2025 21:48,Boeing 787-9,Delayed,133,108
FL000731,TG,TG4374,AP0131,AP0148,5/8/2025 19:52,5/9/2025 10:39,Airbus A320,Completed,119,132
FL000732,MH,MH862,AP0132,AP0149,6/19/2025 7:59,6/19/2025 13:34,Airbus A350-900,Completed,104,132
FL000733,LH,LH216,AP0133,AP0150,4/6/2025 0:52,4/6/2025 9:09,Boeing 787-9,Completed,117,108
FL000734,QF,QF237,AP0134,AP0001,10/7/2025 3:39,10/7/2025 19:17,Airbus A320,Completed,102,110
FL000735,CX,CX134,AP0135,AP0002,6/1/2025 3:44,6/1/2025 6:56,Boeing 787-9,Completed,115,110
FL000736,AF,AF8921,AP0136,AP0003,6/24/2025 5:41,6/24/2025 13:44,Boeing 777-300ER,Completed,133,108
FL000737,MH,MH516,AP0137,AP0004,7/17/2025 6:51,7/17/2025 18:00,Boeing 787-9,Completed,123,132
FL000738,NH,NH9399,AP0138,AP0005,7/21/2025 3:08,7/21/2025 8:08,Boeing 737-800,Completed,107,132
FL000739,SQ,SQ135,AP0139,AP0006,11/15/2025 4:15,11/15/2025 17:42,Boeing 787-9,Completed,133,132
FL000740,AF,AF411,AP0140,AP0007,7/23/2025 0:12,7/23/2025 9:52,Boeing 737-800,Completed,117,110
FL000741,CX,CX369,AP0141,AP0008,9/16/2025 18:33,9/17/2025 8:32,Boeing 777-300ER,Completed,117,108
FL000742,SQ,SQ667,AP0142,AP0009,5/18/2025 12:18,5/18/2025 21:27,Boeing 787-9,Completed,138,108
FL000743,SQ,SQ498,AP0143,AP0010,1/30/2025 16:39,1/31/2025 6:58,Airbus A320,Cancelled,138,132
FL000744,EK,EK504,AP0144,AP0011,5/26/2025 13:20,5/27/2025 4:21,Boeing 787-9,Completed,102,110
FL000745,KE,KE2007,AP0145,AP0012,9/14/2025 15:07,9/15/2025 4:38,Airbus A350-900,Delayed,138,118
FL000746,NH,NH8069,AP0146,AP0013,4/23/2025 0:25,4/23/2025 15:25,Airbus A320,Completed,119,118
FL000747,SQ,SQ131,AP0147,AP0014,9/30/2025 23:55,10/1/2025 2:17,Airbus A320,Cancelled,115,118
FL000748,MH,MH903,AP0148,AP0015,9/22/2025 18:01,9/22/2025 21:32,Boeing 777-300ER,Completed,119,108
FL000749,SQ,SQ8650,AP0149,AP0016,8/31/2025 9:12,8/31/2025 12:13,Boeing 777-300ER,Completed,104,118
FL000750,EK,EK1660,AP0150,AP0017,8/3/2025 4:27,8/3/2025 15:29,Airbus A350-900,Completed,138,132
FL000751,QF,QF75,AP0001,AP0018,5/4/2025 6:52,5/4/2025 22:23,Airbus A350-900,Completed,138,118
FL000752,TG,TG85,AP0002,AP0019,4/8/2025 16:53,4/8/2025 20:12,Airbus A350-900,Completed,117,132
FL000753,NH,NH144,AP0003,AP0020,2/6/2025 2:54,2/6/2025 5:06,Boeing 737-800,Completed,131,118
FL000754,SQ,SQ309,AP0004,AP0021,8/25/2025 2:58,8/25/2025 17:13,Airbus A350-900,Cancelled,111,108
FL000755,AF,AF197,AP0005,AP0022,10/21/2025 15:25,10/22/2025 5:19,Boeing 737-800,Completed,123,108
FL000756,MH,MH145,AP0006,AP0023,8/10/2025 3:16,8/10/2025 10:10,Airbus A320,Completed,104,118
FL000757,CX,CX107,AP0007,AP0024,9/6/2025 11:59,9/6/2025 17:52,Airbus A320,Completed,133,108
FL000758,MH,MH100,AP0008,AP0025,2/15/2025 21:59,2/16/2025 1:46,Boeing 777-300ER,Cancelled,105,108
FL000759,JL,JL7212,AP0009,AP0026,1/13/2025 1:55,1/13/2025 4:19,Airbus A350-900,Delayed,115,118
FL000760,UA,UA74,AP0010,AP0027,11/15/2025 13:18,11/15/2025 17:32,Airbus A350-900,Completed,102,108
FL000761,TG,TG895,AP0011,AP0028,2/16/2025 21:56,2/16/2025 23:35,Boeing 777-300ER,Completed,123,132
FL000762,QF,QF865,AP0012,AP0029,9/30/2025 22:52,10/1/2025 4:28,Boeing 787-9,Completed,138,118
FL000763,EK,EK689,AP0013,AP0030,5/24/2025 11:48,5/25/2025 1:35,Airbus A350-900,Completed,138,118
FL000764,AF,AF93,AP0014,AP0031,5/21/2025 21:06,5/21/2025 22:58,Airbus A350-900,Completed,117,108
FL000765,MH,MH1990,AP0015,AP0032,12/21/2025 4:17,12/21/2025 18:38,Airbus A350-900,Completed,102,118
FL000766,SQ,SQ660,AP0016,AP0033,11/28/2025 19:47,11/29/2025 10:34,Airbus A320,Completed,113,108
FL000767,SQ,SQ5179,AP0017,AP0034,3/6/2025 1:58,3/6/2025 16:14,Boeing 777-300ER,Completed,102,108
FL000768,CX,CX781,AP0018,AP0035,2/6/2025 5:47,2/6/2025 17:38,Airbus A320,Completed,105,132
FL000769,UA,UA51,AP0019,AP0036,7/17/2025 23:42,7/18/2025 5:55,Airbus A350-900,Completed,123,118
FL000770,EK,EK55,AP0020,AP0037,9/15/2025 16:22,9/16/2025 6:38,Boeing 777-300ER,Completed,123,110
FL000771,QF,QF691,AP0021,AP0038,6/4/2025 15:15,6/5/2025 4:49,Boeing 787-9,Delayed,101,118
FL000772,UA,UA8214,AP0022,AP0039,9/24/2025 16:39,9/24/2025 20:11,Boeing 787-9,Delayed,115,132
FL000773,JL,JL808,AP0023,AP0040,10/11/2025 13:39,10/12/2025 3:39,Airbus A320,Completed,123,108
FL000774,UA,UA29,AP0024,AP0041,6/19/2025 11:42,6/19/2025 14:17,Boeing 737-800,Delayed,131,110
FL000775,JL,JL24,AP0025,AP0042,10/23/2025 9:21,10/23/2025 20:12,Boeing 777-300ER,Completed,113,108
FL000776,LH,LH800,AP0026,AP0043,11/21/2025 13:14,11/21/2025 15:26,Boeing 737-800,Completed,101,108
FL000777,TG,TG4179,AP0027,AP0044,7/3/2025 15:29,7/3/2025 18:09,Boeing 787-9,Completed,119,108
FL000778,KE,KE9935,AP0028,AP0045,10/14/2025 6:17,10/14/2025 9:23,Boeing 737-800,Completed,111,132
FL000779,MH,MH7722,AP0029,AP0046,2/28/2025 17:30,2/28/2025 21:11,Airbus A320,Completed,111,110
FL000780,SQ,SQ6988,AP0030,AP0047,5/26/2025 16:20,5/26/2025 21:48,Boeing 787-9,Completed,133,108
FL000781,TG,TG4374,AP0031,AP0048,5/8/2025 19:52,5/9/2025 10:39,Airbus A320,Completed,119,132
FL000782,MH,MH862,AP0032,AP0049,6/19/2025 7:59,6/19/2025 13:34,Airbus A350-900,Completed,104,132
FL000783,LH,LH216,AP0033,AP0050,4/6/2025 0:52,4/6/2025 9:09,Boeing 787-9,Completed,117,108
FL000784,QF,QF237,AP0034,AP0051,10/7/2025 3:39,10/7/2025 19:17,Airbus A320,Completed,102,110
FL000785,CX,CX134,AP0035,AP0052,6/1/2025 3:44,6/1/2025 6:56,Boeing 787-9,Completed,115,110
FL000786,AF,AF8921,AP0036,AP0053,6/24/2025 5:41,6/24/2025 13:44,Boeing 777-300ER,Completed,133,108
FL000787,MH,MH516,AP0037,AP0054,7/17/2025 6:51,7/17/2025 18:00,Boeing 787-9,Completed,123,132
FL000788,NH,NH9399,AP0038,AP0055,7/21/2025 3:08,7/21/2025 8:08,Boeing 737-800,Completed,107,132
FL000789,SQ,SQ135,AP0039,AP0056,11/15/2025 4:15,11/15/2025 17:42,Boeing 787-9,Completed,133,132
FL000790,AF,AF411,AP0040,AP0057,7/23/2025 0:12,7/23/2025 9:52,Boeing 737-800,Completed,117,110
FL000791,CX,CX369,AP0041,AP0058,9/16/2025 18:33,9/17/2025 8:32,Boeing 777-300ER,Completed,117,108
FL000792,SQ,SQ667,AP0042,AP0059,5/18/2025 12:18,5/18/2025 21:27,Boeing 787-9,Completed,138,108
FL000793,SQ,SQ498,AP0043,AP0060,1/30/2025 16:39,1/31/2025 6:58,Airbus A320,Completed,138,132
FL000794,EK,EK504,AP0044,AP0061,5/26/2025 13:20,5/27/2025 4:21,Boeing 787-9,Completed,102,110
FL000795,KE,KE2007,AP0045,AP0062,9/14/2025 15:07,9/15/2025 4:38,Airbus A350-900,Completed,138,118
FL000796,NH,NH8069,AP0046,AP0063,4/23/2025 0:25,4/23/2025 15:25,Airbus A320,Completed,119,118
FL000797,SQ,SQ131,AP0047,AP0064,9/30/2025 23:55,10/1/2025 2:17,Airbus A320,Completed,115,118
FL000798,MH,MH903,AP0048,AP0065,9/22/2025 18:01,9/22/2025 21:32,Boeing 777-300ER,Completed,119,108
FL000799,SQ,SQ8650,AP0049,AP0066,8/31/2025 9:12,8/31/2025 12:13,Boeing 777-300ER,Completed,104,118
FL000800,EK,EK1660,AP0050,AP0067,8/3/2025 4:27,8/3/2025 15:29,Airbus A350-900,Cancelled,138,132
FL000801,QF,QF75,AP0051,AP0068,5/4/2025 6:52,5/4/2025 22:23,Airbus A350-900,Completed,138,118
FL000802,TG,TG85,AP0052,AP0069,4/8/2025 16:53,4/8/2025 20:12,Airbus A350-900,Completed,117,132
FL000803,NH,NH144,AP0053,AP0070,2/6/2025 2:54,2/6/2025 5:06,Boeing 737-800,Cancelled,131,118
FL000804,SQ,SQ309,AP0054,AP0071,8/25/2025 2:58,8/25/2025 17:13,Airbus A350-900,Completed,111,108
FL000805,AF,AF197,AP0055,AP0072,10/21/2025 15:25,10/22/2025 5:19,Boeing 737-800,Completed,123,108
FL000806,MH,MH145,AP0056,AP0073,8/10/2025 3:16,8/10/2025 10:10,Airbus A320,Completed,104,118
FL000807,CX,CX107,AP0057,AP0074,9/6/2025 11:59,9/6/2025 17:52,Airbus A320,Completed,133,108
FL000808,MH,MH100,AP0058,AP0075,2/15/2025 21:59,2/16/2025 1:46,Boeing 777-300ER,Completed,105,108
FL000809,JL,JL7212,AP0059,AP0076,1/13/2025 1:55,1/13/2025 4:19,Airbus A350-900,Cancelled,115,118
FL000810,UA,UA74,AP0060,AP0077,11/15/2025 13:18,11/15/2025 17:32,Airbus A350-900,Completed,102,108
FL000811,TG,TG895,AP0061,AP0078,2/16/2025 21:56,2/16/2025 23:35,Boeing 777-300ER,Completed,123,132
FL000812,QF,QF865,AP0062,AP0079,9/30/2025 22:52,10/1/2025 4:28,Boeing 787-9,Completed,138,118
FL000813,EK,EK689,AP0063,AP0080,5/24/2025 11:48,5/25/2025 1:35,Airbus A350-900,Completed,138,118
FL000814,AF,AF93,AP0064,AP0081,5/21/2025 21:06,5/21/2025 22:58,Airbus A350-900,Completed,117,108
FL000815,MH,MH1990,AP0065,AP0082,12/21/2025 4:17,12/21/2025 18:38,Airbus A350-900,Completed,102,118
FL000816,SQ,SQ660,AP0066,AP0083,11/28/2025 19:47,11/29/2025 10:34,Airbus A320,Cancelled,113,108
FL000817,SQ,SQ5179,AP0067,AP0084,3/6/2025 1:58,3/6/2025 16:14,Boeing 777-300ER,Completed,102,108
FL000818,CX,CX781,AP0068,AP0085,2/6/2025 5:47,2/6/2025 17:38,Airbus A320,Completed,105,132
FL000819,UA,UA51,AP0069,AP0086,7/17/2025 23:42,7/18/2025 5:55,Airbus A350-900,Cancelled,123,118
FL000820,EK,EK55,AP0070,AP0087,9/15/2025 16:22,9/16/2025 6:38,Boeing 777-300ER,Completed,123,110
FL000821,QF,QF691,AP0071,AP0088,6/4/2025 15:15,6/5/2025 4:49,Boeing 787-9,Completed,101,118
FL000822,UA,UA8214,AP0072,AP0089,9/24/2025 16:39,9/24/2025 20:11,Boeing 787-9,Completed,115,132
FL000823,JL,JL808,AP0073,AP0090,10/11/2025 13:39,10/12/2025 3:39,Airbus A320,Completed,123,108
FL000824,UA,UA29,AP0074,AP0091,6/19/2025 11:42,6/19/2025 14:17,Boeing 737-800,Completed,131,110
FL000825,JL,JL24,AP0075,AP0092,10/23/2025 9:21,10/23/2025 20:12,Boeing 777-300ER,Completed,113,108
FL000826,LH,LH800,AP0076,AP0093,11/21/2025 13:14,11/21/2025 15:26,Boeing 737-800,Completed,101,108
FL000827,TG,TG4179,AP0077,AP0094,7/3/2025 15:29,7/3/2025 18:09,Boeing 787-9,Completed,119,108
FL000828,KE,KE9935,AP0078,AP0095,10/14/2025 6:17,10/14/2025 9:23,Boeing 737-800,Completed,111,132
FL000829,MH,MH7722,AP0079,AP0096,2/28/2025 17:30,2/28/2025 21:11,Airbus A320,Delayed,111,110
FL000830,SQ,SQ6988,AP0080,AP0097,5/26/2025 16:20,5/26/2025 21:48,Boeing 787-9,Completed,133,108
FL000831,TG,TG4374,AP0081,AP0098,5/8/2025 19:52,5/9/2025 10:39,Airbus A320,Completed,119,132
FL000832,MH,MH862,AP0082,AP0099,6/19/2025 7:59,6/19/2025 13:34,Airbus A350-900,Completed,104,132
FL000833,LH,LH216,AP0083,AP0100,4/6/2025 0:52,4/6/2025 9:09,Boeing 787-9,Completed,117,108
FL000834,QF,QF237,AP0084,AP0101,10/7/2025 3:39,10/7/2025 19:17,Airbus A320,Delayed,102,110
FL000835,CX,CX134,AP0085,AP0102,6/1/2025 3:44,6/1/2025 6:56,Boeing 787-9,Completed,115,110
FL000836,AF,AF8921,AP0086,AP0103,6/24/2025 5:41,6/24/2025 13:44,Boeing 777-300ER,Cancelled,133,108
FL000837,MH,MH516,AP0087,AP0104,7/17/2025 6:51,7/17/2025 18:00,Boeing 787-9,Completed,123,132
FL000838,NH,NH9399,AP0088,AP0105,7/21/2025 3:08,7/21/2025 8:08,Boeing 737-800,Completed,107,132
FL000839,SQ,SQ135,AP0089,AP0106,11/15/2025 4:15,11/15/2025 17:42,Boeing 787-9,Completed,133,132
FL000840,AF,AF411,AP0090,AP0107,7/23/2025 0:12,7/23/2025 9:52,Boeing 737-800,Completed,117,110
FL000841,CX,CX369,AP0091,AP0108,9/16/2025 18:33,9/17/2025 8:32,Boeing 777-300ER,Cancelled,117,108
FL000842,SQ,SQ667,AP0092,AP0109,5/18/2025 12:18,5/18/2025 21:27,Boeing 787-9,Delayed,138,108
FL000843,SQ,SQ498,AP0093,AP0110,1/30/2025 16:39,1/31/2025 6:58,Airbus A320,Completed,138,132
FL000844,EK,EK504,AP0094,AP0111,5/26/2025 13:20,5/27/2025 4:21,Boeing 787-9,Cancelled,102,110
FL000845,KE,KE2007,AP0095,AP0112,9/14/2025 15:07,9/15/2025 4:38,Airbus A350-900,Completed,138,118
FL000846,NH,NH8069,AP0096,AP0113,4/23/2025 0:25,4/23/2025 15:25,Airbus A320,Completed,119,118
FL000847,SQ,SQ131,AP0097,AP0114,9/30/2025 23:55,10/1/2025 2:17,Airbus A320,Completed,115,118
FL000848,MH,MH903,AP0098,AP0115,9/22/2025 18:01,9/22/2025 21:32,Boeing 777-300ER,Completed,119,108
FL000849,SQ,SQ8650,AP0099,AP0116,8/31/2025 9:12,8/31/2025 12:13,Boeing 777-300ER,Completed,104,118
FL000850,EK,EK1660,AP0100,AP0117,8/3/2025 4:27,8/3/2025 15:29,Airbus A350-900,Completed,138,132
FL000851,QF,QF75,AP0101,AP0118,5/4/2025 6:52,5/4/2025 22:23,Airbus A350-900,Completed,138,118
FL000852,TG,TG85,AP0102,AP0119,4/8/2025 16:53,4/8/2025 20:12,Airbus A350-900,Delayed,117,132
FL000853,NH,NH144,AP0103,AP0120,2/6/2025 2:54,2/6/2025 5:06,Boeing 737-800,Completed,131,118
FL000854,SQ,SQ309,AP0104,AP0121,8/25/2025 2:58,8/25/2025 17:13,Airbus A350-900,Completed,111,108
FL000855,AF,AF197,AP0105,AP0122,10/21/2025 15:25,10/22/2025 5:19,Boeing 737-800,Delayed,123,108
FL000856,MH,MH145,AP0106,AP0123,8/10/2025 3:16,8/10/2025 10:10,Airbus A320,Completed,104,118
FL000857,CX,CX107,AP0107,AP0124,9/6/2025 11:59,9/6/2025 17:52,Airbus A320,Completed,133,108
FL000858,MH,MH100,AP0108,AP0125,2/15/2025 21:59,2/16/2025 1:46,Boeing 777-300ER,Completed,105,108
FL000859,JL,JL7212,AP0109,AP0126,1/13/2025 1:55,1/13/2025 4:19,Airbus A350-900,Delayed,115,118
FL000860,UA,UA74,AP0110,AP0127,11/15/2025 13:18,11/15/2025 17:32,Airbus A350-900,Completed,102,108
FL000861,TG,TG895,AP0111,AP0128,2/16/2025 21:56,2/16/2025 23:35,Boeing 777-300ER,Completed,123,132
