ticket_id,ticket_no,passenger_id,flight_id,seat,class,price_usd,booking_date,statuss
T0007240,TK4240,P000724,FL002240,20A,Economy,5799,10/31/2025,Booked
T0007241,TK4241,P004395,FL002241,52D,Premium Economy,2461,11/1/2025,Checked-In
T0007242,TK4242,P000681,FL002242,49D,Premium Economy,6882,11/2/2025,Booked
T0007243,TK4243,P000211,FL002243,22F,Premium Economy,1496,11/3/2025,Booked
T0007244,TK4244,P000019,FL002244,4E,Economy,5723,11/4/2025,Booked
T0007245,TK4245,P000293,FL002245,35A,Economy,5500,11/5/2025,Checked-In
T0007246,TK4246,P004254,FL002246,9E,Premium Economy,9435,11/6/2025,Booked
T0007247,TK4247,P000475,FL002247,39E,Economy,4309,11/7/2025,Booked
T0007248,TK4248,P000086,FL002248,27A,Economy,5190,11/8/2025,Cancelled
T0007249,TK4249,P001328,FL002249,15E,Economy,3162,11/9/2025,Booked
T0007250,TK4250,P000346,FL002250,48D,Economy,4975,11/10/2025,Checked-In
T0007251,TK4251,P002320,FL002251,38F,Premium Economy,10028,11/11/2025,Checked-In
T0007252,TK4252,P000223,FL002252,38C,Economy,1259,11/12/2025,Checked-In
T0007253,TK4253,P000798,FL002253,36C,Premium Economy,1973,11/13/2025,Booked
T0007254,TK4254,P000488,FL002254,29B,Premium Economy,2077,11/14/2025,Booked
T0007255,TK4255,P000292,FL002255,48A,Economy,1270,11/15/2025,Checked-In
T0007256,TK4256,P004093,FL002256,42D,Economy,1558,11/16/2025,Booked
T0007257,TK4257,P002217,FL002257,26E,Business,4857,11/17/2025,Cancelled
T0007258,TK4258,P000199,FL002258,52D,Economy,4955,11/18/2025,Booked
T0007259,TK4259,P000187,FL002259,26D,Premium Economy,5863,11/19/2025,Booked
T0007260,TK4260,P003301,FL002260,46A,Economy,3609,11/20/2025,Cancelled
T0007261,TK4261,P000566,FL002261,30E,Economy,5435,11/21/2025,Cancelled
T0007262,TK4262,P003765,FL002262,12A,Economy,2698,11/22/2025,Checked-In
T0007263,TK4263,P000977,FL002263,6E,Economy,996,11/23/2025,Booked
T0007264,TK4264,P000799,FL002264,27C,Economy,5574,11/24/2025,Booked
T0007265,TK4265,P000936,FL002265,42F,Economy,947,11/25/2025,Booked
T0007266,TK4266,P001769,FL002266,7E,Business,20217,11/26/2025,Checked-In
T0007267,TK4267,P000969,FL002267,57E,Economy,5794,11/27/2025,Booked
T0007268,TK4268,P001983,FL002268,20C,Business,2505,11/28/2025,Booked
T0007269,TK4269,P000968,FL002269,22C,Business,20870,11/29/2025,Checked-In
T0007270,TK4270,P000063,FL002270,53C,Business,2712,11/30/2025,Booked
T0007271,TK4271,P000122,FL002271,37B,Economy,6218,12/1/2025,Checked-In
T0007272,TK4272,P000062,FL002272,59A,Premium Economy,1379,12/2/2025,Booked
T0007273,TK4273,P000247,FL002273,45A,Economy,1954,12/3/2025,Booked
T0007274,TK4274,P000979,FL002274,25F,Economy,6246,12/4/2025,Checked-In
T0007275,TK4275,P000217,FL002275,19F,Economy,635,12/5/2025,Booked
T0007276,TK4276,P000868,FL002276,55D,Business,17198,12/6/2025,Booked
T0007277,TK4277,P002932,FL002277,54B,Economy,1295,12/7/2025,Booked
T0007278,TK4278,P000183,FL002278,47B,Economy,5140,12/8/2025,Booked
T0007279,TK4279,P001941,FL002279,51C,Economy,2525,12/9/2025,Booked
T0007280,TK4280,P004924,FL002280,39F,Economy,1804,12/10/2025,Booked
T0007281,TK4281,P002084,FL002281,6E,Economy,5429,12/11/2025,Booked
T0007282,TK4282,P000891,FL002282,39F,Premium Economy,11570,12/12/2025,Booked
T0007283,TK4283,P000241,FL002283,39B,Economy,4395,12/13/2025,Cancelled
T0007284,TK4284,P000956,FL002284,50D,Economy,5182,12/14/2025,Booked
T0007285,TK4285,P000704,FL002285,51D,Economy,1711,12/15/2025,Booked
T0007286,TK4286,P004410,FL002286,5A,Economy,1118,12/16/2025,Booked
T0007287,TK4287,P001590,FL002287,13F,Economy,4467,12/17/2025,Booked
T0007288,TK4288,P004460,FL002288,39F,Economy,5952,12/18/2025,Booked
T0007289,TK4289,P000050,FL002289,55F,Economy,1375,12/19/2025,Booked
T0007290,TK4290,P004419,FL002290,32F,Economy,4776,12/20/2025,Booked
T0007291,TK4291,P000653,FL002291,36E,Economy,4783,12/21/2025,Cancelled
T0007292,TK4292,P004954,FL002292,24A,Business,11166,12/22/2025,Checked-In
T0007293,TK4293,P000276,FL002293,7F,Economy,1131,12/23/2025,Checked-In
T0007294,TK4294,P001962,FL002294,26A,Economy,5073,12/24/2025,Booked
T0007295,TK4295,P000734,FL002295,11C,Economy,3662,12/25/2025,Booked
T0007296,TK4296,P000484,FL002296,2E,Economy,1021,12/26/2025,Booked
T0007297,TK4297,P002711,FL002297,3D,Economy,4736,12/27/2025,Booked
T0007298,TK4298,P003897,FL002298,11A,Economy,1595,12/28/2025,Booked
T0007299,TK4299,P000214,FL002299,44E,Economy,5714,12/29/2025,Booked
T0007300,TK4300,P000286,FL002300,35E,Economy,1399,12/30/2025,Cancelled
T0007301,TK4301,P000623,FL002301,22B,Economy,1657,1/1/2024,Booked
T0007302,TK4302,P000692,FL002302,34E,Economy,695,1/2/2024,Booked
T0007303,TK4303,P000005,FL002303,32D,Economy,1832,1/3/2024,Booked
T0007304,TK4304,P000185,FL002304,28A,Economy,3030,1/4/2024,Booked
T0007305,TK4305,P000078,FL002305,59F,Economy,4892,1/5/2024,Booked
T0007306,TK4306,P000984,FL002306,25B,Economy,4234,1/6/2024,Booked
T0007307,TK4307,P000025,FL002307,24B,Premium Economy,5382,1/7/2024,Booked
T0007308,TK4308,P002506,FL002308,7B,Economy,2046,1/8/2024,Cancelled
T0007309,TK4309,P004792,FL002309,51F,Economy,6241,1/9/2024,Booked
T0007310,TK4310,P000632,FL002310,21C,Economy,5859,1/10/2024,Booked
T0007311,TK4311,P000071,FL002311,12C,Economy,5800,1/11/2024,Booked
T0007312,TK4312,P000238,FL002312,39F,Business,17477,1/12/2024,Booked
T0007313,TK4313,P000157,FL002313,28C,Business,6303,1/13/2024,Checked-In
T0007314,TK4314,P000364,FL002314,12A,Economy,6495,1/14/2024,Booked
T0007315,TK4315,P001447,FL002315,29B,Economy,1390,1/15/2024,Booked
T0007316,TK4316,P000092,FL002316,34C,Economy,6473,1/16/2024,Booked
T0007317,TK4317,P000765,FL002317,21E,Economy,4668,1/17/2024,Booked
T0007318,TK4318,P003177,FL002318,8A,Economy,5884,1/18/2024,Booked
T0007319,TK4319,P001130,FL002319,13F,Business,4265,1/19/2024,Booked
T0007320,TK4320,P001450,FL002320,17A,Economy,1918,1/20/2024,Checked-In
T0007321,TK4321,P000419,FL002321,29E,Economy,1204,1/21/2024,Booked
T0007322,TK4322,P000238,FL002322,47C,Economy,3682,1/22/2024,Booked
T0007323,TK4323,P000103,FL002323,12E,Premium Economy,7511,1/23/2024,Booked
T0007324,TK4324,P000227,FL002324,59F,Economy,2287,1/24/2024,Booked
T0007325,TK4325,P000435,FL002325,8B,Economy,5078,1/25/2024,Booked
T0007326,TK4326,P000052,FL002326,53C,Premium Economy,8622,1/26/2024,Booked
T0007327,TK4327,P000418,FL002327,40E,Economy,2550,1/27/2024,Checked-In
T0007328,TK4328,P003045,FL002328,38E,Premium Economy,1100,1/28/2024,Checked-In
T0007329,TK4329,P004464,FL002329,55E,Economy,3683,1/29/2024,Booked
T0007330,TK4330,P002870,FL002330,59B,Economy,4513,1/30/2024,Booked
T0007331,TK4331,P001386,FL002331,38A,Economy,3830,1/31/2024,Booked
T0007332,TK4332,P002759,FL002332,44F,Economy,6426,2/1/2024,Booked
T0007333,TK4333,P001441,FL002333,38F,Economy,1893,2/2/2024,Booked
T0007334,TK4334,P001000,FL002334,35A,Premium Economy,6269,2/3/2024,Booked
T0007335,TK4335,P000082,FL002335,6C,Economy,784,2/4/2024,Booked
T0007336,TK4336,P000058,FL002336,17C,Economy,4932,2/5/2024,Booked
T0007337,TK4337,P000032,FL002337,50A,Business,24276,2/6/2024,Booked
T0007338,TK4338,P000370,FL002338,32C,Economy,2578,2/7/2024,Booked
T0007339,TK4339,P003554,FL002339,49D,Economy,1946,2/8/2024,Booked
T0007340,TK4340,P000062,FL002340,33D,Economy,6449,2/9/2024,Booked
T0007341,TK4341,P000122,FL002341,20F,Premium Economy,4466,2/10/2024,Checked-In
T0007342,TK4342,P004232,FL002342,38D,Premium Economy,1003,2/11/2024,Booked
T0007343,TK4343,P000675,FL002343,53C,Economy,726,2/12/2024,Booked
T0007344,TK4344,P000341,FL002344,8C,Economy,2486,2/13/2024,Cancelled
T0007345,TK4345,P001449,FL002345,15D,Business,5802,2/14/2024,Booked
T0007346,TK4346,P000063,FL002346,34F,Economy,1667,2/15/2024,Booked
T0007347,TK4347,P001937,FL002347,13D,Premium Economy,9989,2/16/2024,Checked-In
T0007348,TK4348,P000954,FL002348,3B,Economy,927,2/17/2024,Checked-In
T0007349,TK4349,P000326,FL002349,60A,Economy,2357,2/18/2024,Booked
T0007350,TK4350,P000531,FL002350,27A,Economy,5286,2/19/2024,Booked
T0007351,TK4351,P000092,FL002351,44B,Premium Economy,1119,2/20/2024,Booked
T0007352,TK4352,P002644,FL002352,29B,Economy,5843,2/21/2024,Booked
T0007353,TK4353,P000222,FL002353,35C,Economy,788,2/22/2024,Booked
T0007354,TK4354,P001196,FL002354,38E,Economy,5560,2/23/2024,Booked
T0007355,TK4355,P001768,FL002355,35E,Economy,6247,2/24/2024,Booked
T0007356,TK4356,P000011,FL002356,18E,Economy,2429,2/25/2024,Booked
T0007357,TK4357,P000537,FL002357,36A,Economy,4334,2/26/2024,Cancelled
T0007358,TK4358,P003055,FL002358,51C,Economy,5663,2/27/2024,Booked
T0007359,TK4359,P003860,FL002359,51D,Economy,3393,2/28/2024,Booked
T0007360,TK4360,P001383,FL002360,13C,Economy,3842,2/29/2024,Booked
T0007361,TK4361,P000432,FL002361,43F,Economy,5615,3/1/2024,Booked
T0007362,TK4362,P004408,FL002362,56B,Economy,1245,3/2/2024,Booked
T0007363,TK4363,P002938,FL002363,2A,Economy,1007,3/3/2024,Booked
T0007364,TK4364,P000704,FL002364,47A,Business,3170,3/4/2024,Checked-In
T0007365,TK4365,P000405,FL002365,7F,Business,5457,3/5/2024,Booked
T0007366,TK4366,P000183,FL002366,57E,Premium Economy,10419,3/6/2024,Checked-In
T0007367,TK4367,P000098,FL002367,25C,Premium Economy,2900,3/7/2024,Booked
T0007368,TK4368,P001155,FL002368,54C,Economy,2090,3/8/2024,Booked
T0007369,TK4369,P000065,FL002369,34F,Economy,758,3/9/2024,Booked
T0007370,TK4370,P003000,FL002370,11B,Premium Economy,9947,3/10/2024,Booked
T0007371,TK4371,P000184,FL002371,58D,Business,23073,3/11/2024,Booked
T0007372,TK4372,P000987,FL002372,33D,Premium Economy,9918,3/12/2024,Booked
T0007373,TK4373,P001555,FL002373,11A,Economy,4384,3/13/2024,Booked
T0007374,TK4374,P000244,FL002374,56F,Economy,1072,3/14/2024,Booked
T0007375,TK4375,P000625,FL002375,27D,Economy,5616,3/15/2024,Cancelled
T0007376,TK4376,P002384,FL002376,41E,Economy,711,3/16/2024,Cancelled
T0007377,TK4377,P000681,FL002377,36D,Premium Economy,5142,3/17/2024,Booked
T0007378,TK4378,P000231,FL002378,31D,Economy,1522,3/18/2024,Booked
T0007379,TK4379,P003072,FL002379,59A,Economy,2415,3/19/2024,Booked
T0007380,TK4380,P000058,FL002380,4C,Economy,2741,3/20/2024,Booked
T0007381,TK4381,P000366,FL002381,18D,Premium Economy,1537,3/21/2024,Checked-In
T0007382,TK4382,P000661,FL002382,30C,Economy,1375,3/22/2024,Booked
T0007383,TK4383,P004618,FL002383,22C,Business,16386,3/23/2024,Checked-In
T0007384,TK4384,P002667,FL002384,18E,Economy,4736,3/24/2024,Booked
T0007385,TK4385,P000365,FL002385,36F,Economy,5049,3/25/2024,Booked
T0007386,TK4386,P003910,FL002386,59F,Economy,740,3/26/2024,Booked
T0007387,TK4387,P002868,FL002387,2F,Economy,1979,3/27/2024,Booked
T0007388,TK4388,P000141,FL002388,30A,Economy,1898,3/28/2024,Booked
T0007389,TK4389,P000359,FL002389,54A,Economy,950,3/29/2024,Checked-In
T0007390,TK4390,P000440,FL002390,47E,Business,18506,3/30/2024,Booked
T0007391,TK4391,P000501,FL002391,59D,Economy,5831,3/31/2024,Booked
T0007392,TK4392,P000008,FL002392,18D,Economy,4612,4/1/2024,Booked
T0007393,TK4393,P001072,FL002393,56E,Premium Economy,9335,4/2/2024,Booked
T0007394,TK4394,P001944,FL002394,31D,Economy,733,4/3/2024,Cancelled
T0007395,TK4395,P000055,FL002395,32C,Premium Economy,8608,4/4/2024,Checked-In
T0007396,TK4396,P000830,FL002396,29B,Economy,1225,4/5/2024,Checked-In
T0007397,TK4397,P003435,FL002397,19A,Business,3462,4/6/2024,Checked-In
T0007398,TK4398,P003658,FL002398,54D,Premium Economy,1760,4/7/2024,Booked
T0007399,TK4399,P000628,FL002399,58C,Premium Economy,2630,4/8/2024,Booked
T0007400,TK4400,P000186,FL002400,1C,Business,4138,4/9/2024,Booked
T0007401,TK4401,P000191,FL002401,5F,Economy,1064,4/10/2024,Booked
T0007402,TK4402,P004131,FL002402,42C,Economy,816,4/11/2024,Cancelled
T0007403,TK4403,P002961,FL002403,60C,Business,26223,4/12/2024,Booked
T0007404,TK4404,P000437,FL002404,23C,Economy,1256,4/13/2024,Checked-In
T0007405,TK4405,P001845,FL002405,3B,Premium Economy,1392,4/14/2024,Booked
T0007406,TK4406,P002101,FL002406,13C,Economy,1540,4/15/2024,Cancelled
T0007407,TK4407,P004829,FL002407,42B,Premium Economy,1655,4/16/2024,Booked
T0007408,TK4408,P001198,FL002408,60A,Economy,788,4/17/2024,Checked-In
T0007409,TK4409,P000412,FL002409,54A,Business,4579,4/18/2024,Booked
T0007410,TK4410,P000999,FL002410,47F,Economy,2797,4/19/2024,Checked-In
T0007411,TK4411,P004650,FL002411,4F,Premium Economy,1609,4/20/2024,Cancelled
T0007412,TK4412,P001353,FL002412,26A,Economy,5148,4/21/2024,Checked-In
T0007413,TK4413,P000620,FL002413,43E,Economy,5477,4/22/2024,Booked
T0007414,TK4414,P000155,FL002414,31A,Economy,873,4/23/2024,Booked
T0007415,TK4415,P000704,FL002415,2B,Economy,1160,4/24/2024,Booked
T0007416,TK4416,P002998,FL002416,57A,Economy,3365,4/25/2024,Booked
T0007417,TK4417,P000041,FL002417,3F,Economy,4893,4/26/2024,Booked
T0007418,TK4418,P000209,FL002418,11F,Economy,1331,4/27/2024,Checked-In
T0007419,TK4419,P000004,FL002419,5F,Business,5978,4/28/2024,Booked
T0007420,TK4420,P000212,FL002420,9C,Economy,4588,4/29/2024,Booked
T0007421,TK4421,P000219,FL002421,45D,Economy,1599,4/30/2024,Cancelled
T0007422,TK4422,P001428,FL002422,17A,Economy,6551,5/1/2024,Checked-In
T0007423,TK4423,P000228,FL002423,21E,Economy,5127,5/2/2024,Booked
T0007424,TK4424,P002479,FL002424,40C,Economy,932,5/3/2024,Booked
T0007425,TK4425,P004550,FL002425,13A,Economy,5873,5/4/2024,Cancelled
T0007426,TK4426,P000413,FL002426,25C,Economy,901,5/5/2024,Booked
T0007427,TK4427,P002531,FL002427,19F,Economy,5787,5/6/2024,Booked
T0007428,TK4428,P000196,FL002428,15A,Economy,1051,5/7/2024,Checked-In
T0007429,TK4429,P000176,FL002429,11A,Economy,5702,5/8/2024,Booked
T0007430,TK4430,P004904,FL002430,50C,Premium Economy,8129,5/9/2024,Booked
T0007431,TK4431,P000487,FL002431,43F,Economy,1100,5/10/2024,Checked-In
T0007432,TK4432,P000071,FL002432,10A,Economy,1224,5/11/2024,Booked
T0007433,TK4433,P000029,FL002433,43A,Economy,5426,5/12/2024,Checked-In
T0007434,TK4434,P000110,FL002434,13C,Economy,859,5/13/2024,Checked-In
T0007435,TK4435,P000316,FL002435,23A,Economy,992,5/14/2024,Booked
T0007436,TK4436,P000185,FL002436,14B,Economy,1247,5/15/2024,Booked
T0007437,TK4437,P001065,FL002437,9D,Economy,940,5/16/2024,Booked
T0007438,TK4438,P002773,FL002438,31B,Economy,4765,5/17/2024,Booked
T0007439,TK4439,P000042,FL002439,38F,Economy,962,5/18/2024,Cancelled
T0007440,TK4440,P000029,FL002440,42D,Economy,1921,5/19/2024,Cancelled
T0007441,TK4441,P000188,FL002441,29C,Economy,2598,5/20/2024,Booked
T0007442,TK4442,P000166,FL002442,26B,Economy,6564,5/21/2024,Booked
T0007443,TK4443,P003912,FL002443,59F,Economy,5527,5/22/2024,Booked
T0007444,TK4444,P002329,FL002444,29F,Business,21683,5/23/2024,Checked-In
T0007445,TK4445,P000433,FL002445,43B,Economy,5501,5/24/2024,Booked
T0007446,TK4446,P000942,FL002446,47D,Economy,522,5/25/2024,Cancelled
T0007447,TK4447,P000170,FL002447,9D,Economy,993,5/26/2024,Booked
T0007448,TK4448,P000021,FL002448,8C,Economy,955,5/27/2024,Booked
T0007449,TK4449,P003508,FL002449,41E,Economy,4974,5/28/2024,Booked
T0007450,TK4450,P004152,FL002450,44C,Economy,4171,5/29/2024,Booked
T0007451,TK4451,P000020,FL002451,35B,Economy,6017,5/30/2024,Booked
T0007452,TK4452,P001936,FL002452,49E,Premium Economy,9108,5/31/2024,Booked
T0007453,TK4453,P000525,FL002453,34D,Business,3011,6/1/2024,Booked
T0007454,TK4454,P002981,FL002454,20F,Business,25608,6/2/2024,Booked
T0007455,TK4455,P000106,FL002455,23C,Business,8565,6/3/2024,Checked-In
T0007456,TK4456,P004394,FL002456,15C,Economy,3874,6/4/2024,Booked
T0007457,TK4457,P000350,FL002457,36F,Economy,4837,6/5/2024,Checked-In
T0007458,TK4458,P000229,FL002458,5F,Premium Economy,2217,6/6/2024,Booked
T0007459,TK4459,P003191,FL002459,57F,Economy,1178,6/7/2024,Checked-In
T0007460,TK4460,P001779,FL002460,54D,Economy,828,6/8/2024,Booked
T0007461,TK4461,P004442,FL002461,44D,Economy,660,6/9/2024,Booked
T0007462,TK4462,P004783,FL002462,26E,Economy,4581,6/10/2024,Booked
T0007463,TK4463,P004979,FL002463,1A,Business,10028,6/11/2024,Booked
T0007464,TK4464,P003876,FL002464,17A,Premium Economy,3958,6/12/2024,Checked-In
T0007465,TK4465,P003845,FL002465,9C,Economy,5877,6/13/2024,Booked
T0007466,TK4466,P000063,FL002466,58B,Economy,5929,6/14/2024,Booked
T0007467,TK4467,P000138,FL002467,14A,Premium Economy,3512,6/15/2024,Booked
T0007468,TK4468,P004280,FL002468,17F,Business,8519,6/16/2024,Checked-In
T0007469,TK4469,P003052,FL002469,13E,Business,19164,6/17/2024,Booked
T0007470,TK4470,P000183,FL002470,49F,Economy,1193,6/18/2024,Booked
T0007471,TK4471,P000524,FL002471,43B,Premium Economy,3684,6/19/2024,Booked
T0007472,TK4472,P000514,FL002472,24A,Premium Economy,9158,6/20/2024,Checked-In
T0007473,TK4473,P001196,FL002473,34D,Economy,1824,6/21/2024,Booked
T0007474,TK4474,P004782,FL002474,11E,Premium Economy,8686,6/22/2024,Checked-In
T0007475,TK4475,P000233,FL002475,3F,Economy,768,6/23/2024,Booked
T0007476,TK4476,P000044,FL002476,46F,Economy,840,6/24/2024,Booked
T0007477,TK4477,P001353,FL002477,30E,Economy,4672,6/25/2024,Booked
T0007478,TK4478,P000180,FL002478,38C,Economy,952,6/26/2024,Cancelled
T0007479,TK4479,P000897,FL002479,27C,Premium Economy,7292,6/27/2024,Booked
T0007480,TK4480,P003002,FL002480,20C,Economy,724,6/28/2024,Booked
T0007481,TK4481,P000404,FL002481,31F,Economy,2247,6/29/2024,Booked
T0007482,TK4482,P000051,FL002482,18C,Economy,1518,6/30/2024,Booked
T0007483,TK4483,P003059,FL002483,4C,Premium Economy,8106,7/1/2024,Booked
T0007484,TK4484,P003793,FL002484,50D,Economy,4775,7/2/2024,Cancelled
T0007485,TK4485,P003590,FL002485,21C,Economy,632,7/3/2024,Booked
T0007486,TK4486,P004700,FL002486,31D,Economy,3250,7/4/2024,Cancelled
T0007487,TK4487,P003916,FL002487,51E,Premium Economy,8768,7/5/2024,Booked
T0007488,TK4488,P000199,FL002488,31A,Economy,5110,7/6/2024,Booked
T0007489,TK4489,P000078,FL002489,15C,Premium Economy,1317,7/7/2024,Booked
T0007490,TK4490,P000743,FL002490,41A,Economy,1806,7/8/2024,Booked
T0007491,TK4491,P001804,FL002491,24B,Premium Economy,2455,7/9/2024,Booked
T0007492,TK4492,P000062,FL002492,23B,Premium Economy,5663,7/10/2024,Cancelled
T0007493,TK4493,P000833,FL002493,30F,Economy,1136,7/11/2024,Booked
T0007494,TK4494,P002638,FL002494,3E,Business,19809,7/12/2024,Cancelled
T0007495,TK4495,P001629,FL002495,8A,Economy,3400,7/13/2024,Booked
T0007496,TK4496,P000835,FL002496,22A,Economy,801,7/14/2024,Checked-In
T0007497,TK4497,P000810,FL002497,12E,Economy,6402,7/15/2024,Booked
T0007498,TK4498,P000728,FL002498,11A,Business,12144,7/16/2024,Booked
T0007499,TK4499,P000390,FL002499,49B,Economy,3486,7/17/2024,Booked
T0007500,TK4500,P000513,FL002500,53D,Economy,4980,7/18/2024,Booked
T0007501,TK4001,P002098,FL000001,48D,Economy,913,7/19/2024,Booked
T0007502,TK4002,P002299,FL000002,32E,Business,12504,7/20/2024,Booked
T0007503,TK4003,P000801,FL000003,9C,Economy,3355,7/21/2024,Booked
T0007504,TK4004,P000263,FL000004,5B,Economy,5547,7/22/2024,Checked-In
T0007505,TK4005,P000578,FL000005,17D,Premium Economy,7399,7/23/2024,Cancelled
T0007506,TK4006,P004252,FL000006,55D,Economy,5438,7/24/2024,Cancelled
T0007507,TK4007,P001048,FL000007,51E,Economy,4644,7/25/2024,Booked
T0007508,TK4008,P000035,FL000008,3E,Economy,4367,7/26/2024,Booked
T0007509,TK4009,P000209,FL000009,51A,Economy,1878,7/27/2024,Cancelled
T0007510,TK4010,P000193,FL000010,16A,Premium Economy,6382,7/28/2024,Booked
T0007511,TK4011,P003701,FL000011,39F,Economy,738,7/29/2024,Booked
T0007512,TK4012,P000566,FL000012,56F,Premium Economy,7366,7/30/2024,Checked-In
T0007513,TK4013,P000352,FL000013,21F,Economy,4172,7/31/2024,Booked
T0007514,TK4014,P003943,FL000014,24F,Business,9366,8/1/2024,Booked
T0007515,TK4015,P000983,FL000015,58A,Premium Economy,9183,8/2/2024,Booked
T0007516,TK4016,P004388,FL000016,13E,Economy,3516,8/3/2024,Booked
T0007517,TK4017,P000514,FL000017,51B,Economy,1211,8/4/2024,Cancelled
T0007518,TK4018,P000933,FL000018,30B,Economy,5325,8/5/2024,Booked
T0007519,TK4019,P000128,FL000019,49F,Economy,4099,8/6/2024,Booked
T0007520,TK4020,P000080,FL000020,13B,Economy,2282,8/7/2024,Booked
T0007521,TK4021,P000681,FL000021,44D,Economy,5099,8/8/2024,Cancelled
T0007522,TK4022,P000460,FL000022,15E,Premium Economy,1346,8/9/2024,Booked
T0007523,TK4023,P001048,FL000023,12D,Premium Economy,8362,8/10/2024,Booked
T0007524,TK4024,P000730,FL000024,20D,Economy,4892,8/11/2024,Booked
T0007525,TK4025,P001401,FL000025,44D,Economy,3149,8/12/2024,Checked-In
T0007526,TK4026,P000637,FL000026,58D,Economy,1137,8/13/2024,Checked-In
T0007527,TK4027,P000736,FL000027,31A,Premium Economy,10170,8/14/2024,Booked
T0007528,TK4028,P000597,FL000028,41D,Economy,1337,8/15/2024,Booked
T0007529,TK4029,P003143,FL000029,44B,Economy,1788,8/16/2024,Booked
T0007530,TK4030,P000378,FL000030,29B,Economy,1237,8/17/2024,Cancelled
T0007531,TK4031,P000534,FL000031,52D,Economy,6541,8/18/2024,Booked
T0007532,TK4032,P000171,FL000032,13D,Economy,2961,8/19/2024,Booked
T0007533,TK4033,P000223,FL000033,9E,Economy,822,8/20/2024,Booked
T0007534,TK4034,P001631,FL000034,1D,Business,7026,8/21/2024,Booked
T0007535,TK4035,P000478,FL000035,29E,Premium Economy,1504,8/22/2024,Booked
T0007536,TK4036,P000079,FL000036,17D,Economy,5365,8/23/2024,Booked
T0007537,TK4037,P003505,FL000037,25C,Economy,2182,8/24/2024,Cancelled
T0007538,TK4038,P000843,FL000038,40B,Economy,1031,8/25/2024,Booked
T0007539,TK4039,P001615,FL000039,2F,Premium Economy,7469,8/26/2024,Booked
T0007540,TK4040,P002966,FL000040,48C,Economy,6232,8/27/2024,Booked
T0007541,TK4041,P004303,FL000041,57B,Premium Economy,8698,8/28/2024,Booked
T0007542,TK4042,P000094,FL000042,8D,Premium Economy,5777,8/29/2024,Checked-In
T0007543,TK4043,P000068,FL000043,45E,Economy,969,8/30/2024,Booked
T0007544,TK4044,P000037,FL000044,10E,Economy,1229,8/31/2024,Booked
T0007545,TK4045,P000191,FL000045,12A,Economy,3499,9/1/2024,Booked
T0007546,TK4046,P000187,FL000046,22F,Economy,732,9/2/2024,Checked-In
T0007547,TK4047,P000407,FL000047,28A,Economy,3679,9/3/2024,Booked
T0007548,TK4048,P000344,FL000048,26F,Economy,930,9/4/2024,Checked-In
T0007549,TK4049,P003248,FL000049,32E,Premium Economy,3596,9/5/2024,Booked
T0007550,TK4050,P001994,FL000050,12C,Premium Economy,3779,9/6/2024,Booked
T0007551,TK4051,P000277,FL000051,3C,Economy,1308,9/7/2024,Cancelled
T0007552,TK4052,P002204,FL000052,18C,Economy,6037,9/8/2024,Booked
T0007553,TK4053,P004981,FL000053,24F,Economy,1390,9/9/2024,Booked
T0007554,TK4054,P004985,FL000054,5F,Economy,5585,9/10/2024,Booked
T0007555,TK4055,P002648,FL000055,54E,Economy,1787,9/11/2024,Cancelled
T0007556,TK4056,P002529,FL000056,11C,Economy,5121,9/12/2024,Booked
T0007557,TK4057,P004168,FL000057,27A,Economy,2702,9/13/2024,Booked
T0007558,TK4058,P000009,FL000058,25E,Premium Economy,9939,9/14/2024,Cancelled
T0007559,TK4059,P000337,FL000059,12F,Economy,1169,9/15/2024,Booked
T0007560,TK4060,P003312,FL000060,54A,Economy,4319,9/16/2024,Booked
T0007561,TK4061,P002940,FL000061,57E,Business,19176,9/17/2024,Booked
T0007562,TK4062,P000585,FL000062,28C,Economy,4978,9/18/2024,Booked
T0007563,TK4063,P000589,FL000063,36D,Economy,4353,9/19/2024,Booked
T0007564,TK4064,P001010,FL000064,53F,Economy,5325,9/20/2024,Booked
T0007565,TK4065,P001726,FL000065,55D,Economy,5633,9/21/2024,Booked
T0007566,TK4066,P000747,FL000066,55C,Economy,2187,9/22/2024,Booked
T0007567,TK4067,P000843,FL000067,5A,Premium Economy,9039,9/23/2024,Booked
T0007568,TK4068,P002732,FL000068,47A,Economy,1298,9/24/2024,Cancelled
T0007569,TK4069,P000142,FL000069,55A,Economy,4820,9/25/2024,Booked
T0007570,TK4070,P000570,FL000070,11B,Economy,5042,9/26/2024,Booked
T0007571,TK4071,P000216,FL000071,56D,Economy,740,9/27/2024,Booked
T0007572,TK4072,P002617,FL000072,23B,Economy,1592,9/28/2024,Booked
T0007573,TK4073,P000752,FL000073,58C,Premium Economy,4856,9/29/2024,Booked
T0007574,TK4074,P000851,FL000074,7A,Premium Economy,2129,9/30/2024,Booked
T0007575,TK4075,P002967,FL000075,12C,Economy,5145,10/1/2024,Booked
T0007576,TK4076,P002698,FL000076,56F,Business,26611,10/2/2024,Booked
T0007577,TK4077,P002364,FL000077,11B,Economy,5076,10/3/2024,Booked
T0007578,TK4078,P000721,FL000078,5D,Premium Economy,6344,10/4/2024,Booked
T0007579,TK4079,P003024,FL000079,9D,Economy,5738,10/5/2024,Booked
T0007580,TK4080,P000369,FL000080,44F,Economy,774,10/6/2024,Booked
